Gene_ID	par_rep1	par_rep2	per_rep1	per_rep2	per_rep3
ENSG00000158747.9	326	332	152	176	166
ENSG00000158748.3	13	15	13	11	12
ENSG00000162542.9	1332	1295	1542	1574	1469
ENSG00000178828.5	0	0	0	1	0
ENSG00000235434.1	0	0	0	0	0
ENSG00000169914.5	1706	1773	1425	1643	1401
ENSG00000188784.4	0	0	0	0	0
ENSG00000242688.2	0	0	0	0	1
ENSG00000188257.6	4251	4040	4505	3943	3491
ENSG00000127472.6	84	65	55	36	55
ENSG00000117215.10	0	0	1	0	0
ENSG00000158786.4	11	15	2	1	2
ENSG00000227066.1	3	3	0	1	1
ENSG00000187980.6	1	0	0	0	0
ENSG00000225986.1	0	0	0	0	0
ENSG00000162543.5	9	9	1	6	7
ENSG00000228105.1	0	0	0	0	0
ENSG00000158816.11	2	4	1	3	5
ENSG00000226664.1	0	0	0	0	0
ENSG00000236963.1	3	0	1	0	0
ENSG00000226487.1	0	0	0	0	0
ENSG00000162545.5	14453	14249	9375	10245	9708
ENSG00000090432.5	3138	3164	3407	3599	3449
ENSG00000215520.3	5	1	3	4	1
ENSG00000183114.6	0	0	0	0	0
ENSG00000158825.5	7	1	1	2	3
ENSG00000158828.5	1517	1508	2626	3004	2649
ENSG00000117242.7	307	286	399	492	456
ENSG00000257033.1	0	0	0	0	0
ENSG00000244038.5	18866	18318	15461	17447	15498
ENSG00000117245.8	2	8	12	6	14
ENSG00000235432.1	0	0	0	0	0
ENSG00000189410.7	88	100	61	52	71
ENSG00000233069.1	0	0	0	0	1
ENSG00000127483.13	16821	17664	20835	22667	20436
ENSG00000203394.2	0	0	0	0	0
ENSG00000075151.15	6721	7019	7435	7421	6912
ENSG00000251914.1	0	0	0	1	0
ENSG00000221808.1	1	0	0	0	0
ENSG00000233072.1	6	9	28	45	26
ENSG00000236073.2	1	0	0	1	0
ENSG00000235112.1	0	0	0	0	1
ENSG00000266867.1	10	3	4	6	3
ENSG00000117298.10	12197	11751	10157	11880	10752
ENSG00000236936.1	4	5	3	1	1
ENSG00000231105.1	9	15	9	9	10
ENSG00000236216.4	2	1	0	2	4
ENSG00000228823.1	0	0	0	0	0
ENSG00000236009.1	0	0	0	0	0
ENSG00000227001.2	64	53	59	65	75
ENSG00000187952.8	3	8	7	7	3
ENSG00000186543.7	1	0	1	1	0
ENSG00000142794.14	1427	1573	1462	1676	1456
ENSG00000176378.8	3	3	4	7	3
ENSG00000162551.9	240	274	272	349	400
ENSG00000233431.1	3	2	0	0	1
ENSG00000221781.1	0	0	0	1	0
ENSG00000076864.15	11962	10995	4942	5296	5190
ENSG00000090686.11	7287	7308	6655	6997	6470
ENSG00000231978.2	0	0	0	0	0
ENSG00000187942.7	29	34	4	8	10
ENSG00000142798.12	2717	2830	3133	3998	3187
ENSG00000232037.2	4	2	5	5	4
ENSG00000219073.3	0	0	0	0	0
ENSG00000264385.1	1	0	0	0	0
ENSG00000263991.1	0	0	0	0	0
ENSG00000201919.1	0	0	0	0	0
ENSG00000142789.15	0	1	0	0	0
ENSG00000263582.1	0	0	0	1	0
ENSG00000263929.1	0	0	0	0	0
ENSG00000201273.1	0	0	0	0	0
ENSG00000228397.1	4	1	1	0	0
ENSG00000218510.3	1028	981	1170	1369	1343
ENSG00000070831.11	13897	14099	11673	12395	11053
ENSG00000230068.2	11	2	22	19	12
ENSG00000271428.1	11	11	25	19	27
ENSG00000271840.1	7	4	6	9	3
ENSG00000162552.10	342	328	458	569	612
ENSG00000266564.1	0	0	0	0	0
ENSG00000234397.3	41	50	27	19	22
ENSG00000184677.12	5227	5236	9615	10546	8556
ENSG00000237200.1	15	16	29	26	12
ENSG00000070886.6	146	144	1398	2055	1886
ENSG00000173372.12	4	2	15	29	20
ENSG00000159189.7	0	0	0	1	0
ENSG00000173369.11	0	0	0	0	0
ENSG00000133216.12	440	449	437	546	528
ENSG00000265422.1	0	0	0	0	0
ENSG00000216157.2	0	0	0	0	0
ENSG00000225952.1	0	0	0	0	0
ENSG00000264014.1	0	0	0	0	0
ENSG00000272796.1	7	5	37	34	44
ENSG00000215906.4	0	0	0	0	0
ENSG00000227868.2	1	0	5	4	1
ENSG00000004487.11	12242	12305	10946	11393	10904
ENSG00000240553.1	2	3	2	2	3
ENSG00000263793.1	0	0	0	1	0
ENSG00000266802.1	2	0	1	1	0
ENSG00000169641.9	3518	3850	3856	4646	4262
ENSG00000229010.1	3	0	2	2	6
ENSG00000206935.1	0	0	1	0	0
ENSG00000252578.1	0	1	0	1	0
ENSG00000179546.3	17	12	10	15	15
ENSG00000215381.3	0	6	10	8	4
ENSG00000261326.2	683	899	2150	2171	1918
ENSG00000125944.14	26994	27507	17227	18409	16446
ENSG00000125945.10	3169	2974	4566	5100	4700
ENSG00000249087.3	258	170	597	639	587
ENSG00000201405.1	0	0	0	0	0
ENSG00000271420.1	4	1	3	5	5
ENSG00000204219.5	213	182	167	178	219
ENSG00000232482.2	1	1	0	2	1
ENSG00000088280.14	3108	2966	3446	3666	3749
ENSG00000007968.6	2825	2557	438	414	410
ENSG00000235052.1	31	24	40	52	43
ENSG00000117318.8	3678	3074	12223	16631	16589
ENSG00000197880.4	0	0	0	1	0
ENSG00000229239.2	0	0	0	0	0
ENSG00000142676.8	46724	45572	42037	45053	43056
ENSG00000203589.2	3	9	33	12	21
ENSG00000244609.2	4	2	21	16	9
ENSG00000011007.8	9285	9493	8531	8922	7787
ENSG00000236810.1	108	110	124	126	114
ENSG00000057757.5	3747	3602	3206	3570	3449
ENSG00000011009.6	4389	4080	3311	3616	3590
ENSG00000117308.10	4180	4050	1381	1560	1498
ENSG00000117305.10	3389	3254	2975	3251	3044
ENSG00000179163.11	2124	2109	1447	1675	1668
ENSG00000188822.6	11	9	1	4	8
ENSG00000264347.1	0	0	0	0	0
ENSG00000238538.1	0	0	0	0	0
ENSG00000229106.1	1	0	2	1	2
ENSG00000232557.3	2	3	3	0	0
ENSG00000264926.1	0	0	0	0	3
ENSG00000230228.2	10	7	4	10	2
ENSG00000189266.7	4644	4898	4211	4776	4398
ENSG00000188529.10	18811	18737	13852	15403	13958
ENSG00000215905.4	1	1	0	0	0
ENSG00000225315.2	3	3	0	2	3
ENSG00000142661.14	36	36	3	3	11
ENSG00000230703.1	0	0	0	0	0
ENSG00000142677.3	1	1	1	1	4
ENSG00000185436.7	378	356	754	931	947
ENSG00000230023.2	0	1	3	0	2
ENSG00000221032.3	0	0	0	0	0
ENSG00000266511.1	0	0	0	0	0
ENSG00000232298.2	0	1	0	4	6
ENSG00000158055.11	473	458	436	512	556
ENSG00000001460.13	186	202	191	189	203
ENSG00000001461.12	2694	2583	3771	3793	3865
ENSG00000117602.7	3401	3589	4807	5663	4917
ENSG00000266551.1	2	2	1	1	0
ENSG00000264443.1	0	0	0	0	0
ENSG00000184454.6	119	114	101	127	94
ENSG00000227312.2	1	0	0	0	0
ENSG00000239106.1	0	0	0	0	0
ENSG00000133226.12	9267	9530	8413	8842	8061
ENSG00000238986.1	0	1	0	1	0
ENSG00000169504.10	22922	24182	21645	23986	21266
ENSG00000238482.1	0	0	0	1	1
ENSG00000020633.14	14	13	21	19	17
ENSG00000229162.1	0	0	0	0	0
ENSG00000261025.1	0	0	0	0	0
ENSG00000264371.1	0	0	0	0	0
ENSG00000233755.1	0	0	0	0	0
ENSG00000233419.2	0	0	0	0	0
ENSG00000231953.1	0	1	0	0	0
ENSG00000117614.5	3336	3239	4949	5261	5182
ENSG00000117616.13	2389	2552	7783	8691	9499
ENSG00000272432.1	6	11	22	19	15
ENSG00000261349.1	3	6	27	34	37
ENSG00000187010.14	6	8	33	42	41
ENSG00000224183.1	1	0	5	3	8
ENSG00000259984.1	0	0	21	18	12
ENSG00000183726.6	9480	9332	9745	10723	9872
ENSG00000252515.1	1	0	1	2	1
ENSG00000238889.1	0	3	3	4	2
ENSG00000188672.12	52	51	31	38	33
ENSG00000238084.3	1	1	0	1	2
ENSG00000266468.1	0	0	0	0	0
ENSG00000204178.5	4911	4865	4719	5449	4943
ENSG00000157978.7	8163	7635	4938	5369	5246
ENSG00000225643.1	18	16	22	12	9
ENSG00000117643.10	1725	1605	755	899	836
ENSG00000233478.1	11	11	9	7	5
ENSG00000162430.12	6805	6463	5632	6576	6128
ENSG00000255054.3	0	0	0	0	0
ENSG00000228172.1	9	6	14	9	8
ENSG00000117640.13	2354	2268	4011	4479	4435
ENSG00000223474.2	44	34	84	88	82
ENSG00000272478.1	0	0	0	0	0
ENSG00000127423.6	1391	1502	448	412	317
ENSG00000236528.1	0	0	2	3	1
ENSG00000182749.5	193	182	88	144	110
ENSG00000207302.1	0	0	0	0	0
ENSG00000117632.16	28555	30060	11516	12702	12085
ENSG00000229786.1	5	3	1	1	0
ENSG00000223624.1	1	2	2	4	0
ENSG00000264021.1	0	0	0	0	0
ENSG00000266763.1	0	0	0	0	0
ENSG00000158006.9	3329	3302	1846	1913	1970
ENSG00000207237.1	0	0	0	1	0
ENSG00000252190.1	0	0	0	0	0
ENSG00000252691.1	0	0	0	0	0
ENSG00000158008.5	4	0	7	8	8
ENSG00000158014.10	6	6	4	5	5
ENSG00000158022.6	23	32	31	42	40
ENSG00000265320.1	0	0	0	3	1
ENSG00000175087.5	3234	3422	2845	3165	2486
ENSG00000197245.4	1	1	0	0	0
ENSG00000142684.7	28	25	11	12	20
ENSG00000236782.1	7	4	4	7	7
ENSG00000142675.13	81	61	46	47	64
ENSG00000188782.3	0	1	0	0	0
ENSG00000236155.2	0	0	1	2	2
ENSG00000130695.9	3346	3585	1671	1923	1748
ENSG00000270733.1	6	7	1	2	4
ENSG00000142669.9	4016	3526	2041	2210	2029
ENSG00000158062.16	1962	1932	1800	2190	2126
ENSG00000169442.4	0	0	1	3	0
ENSG00000176092.9	238	233	101	111	107
ENSG00000225854.2	3	3	0	3	0
ENSG00000265143.1	0	0	0	0	1
ENSG00000176083.13	0	0	0	0	0
ENSG00000131914.6	3	12	0	3	1
ENSG00000117682.12	4095	4192	3860	3850	3961
ENSG00000223583.1	17	26	24	22	18
ENSG00000225891.1	14	13	13	21	11
ENSG00000198830.6	16268	16523	11135	11898	11023
ENSG00000224129.1	0	0	0	0	0
ENSG00000117676.9	5667	5529	6576	6945	6679
ENSG00000238705.1	0	0	0	0	0
ENSG00000243905.2	0	1	0	0	0
ENSG00000252802.1	0	1	0	0	0
ENSG00000229247.2	0	0	0	0	0
ENSG00000238316.1	0	0	0	0	0
ENSG00000235069.2	0	0	0	0	0
ENSG00000260063.1	41	52	56	81	43
ENSG00000117713.13	14652	14732	11536	12040	10896
ENSG00000266138.1	1	0	2	2	3
ENSG00000060642.6	1334	1356	1571	1647	1786
ENSG00000241188.2	3	4	1	4	3
ENSG00000204160.7	3418	3160	2402	2585	2699
ENSG00000175793.10	3556	3136	710	757	725
ENSG00000226698.1	0	0	0	0	0
ENSG00000142751.10	3318	3489	3868	4093	4111
ENSG00000198746.8	1595	1582	1770	1871	1837
ENSG00000090273.9	10080	9782	5165	5341	5233
ENSG00000131910.4	534	525	82	62	85
ENSG00000175707.7	2296	2156	1914	2004	1899
ENSG00000172746.6	13	17	13	16	23
ENSG00000224064.1	2	1	8	4	5
ENSG00000225294.1	2	1	3	4	7
ENSG00000253368.3	132	122	225	231	214
ENSG00000158246.7	1710	1628	1734	2085	1771
ENSG00000090020.6	6814	6337	8026	8537	7795
ENSG00000229985.2	4	7	7	2	2
ENSG00000214973.3	12	9	5	11	7
ENSG00000225159.1	30	36	24	29	23
ENSG00000225990.2	3	2	1	1	1
ENSG00000224311.1	0	0	0	0	0
ENSG00000142784.11	5140	5002	8087	9041	8445
ENSG00000252098.1	0	0	3	0	1
ENSG00000243659.1	1	1	14	8	15
ENSG00000186501.10	2716	2734	2275	2510	2379
ENSG00000206888.1	1	2	4	3	4
ENSG00000241547.1	65	57	41	42	43
ENSG00000142765.13	3192	2943	3120	3911	3752
ENSG00000142733.10	3357	3254	1333	1400	1382
ENSG00000142748.8	11	7	2	3	9
ENSG00000174950.6	0	0	0	0	0
ENSG00000231207.1	0	0	0	0	0
ENSG00000181773.6	172	140	20	9	11
ENSG00000158195.6	13730	13508	13928	14777	14015
ENSG00000241169.1	1	2	1	3	0
ENSG00000237429.1	5	1	3	7	3
ENSG00000126705.9	3354	3097	2620	3153	3307
ENSG00000000938.8	6	6	10	10	6
ENSG00000235912.1	16	15	5	8	5
ENSG00000233975.1	0	0	0	0	0
ENSG00000126709.10	460	469	132	107	115
ENSG00000225886.1	3	3	2	1	3
ENSG00000206767.1	0	0	0	0	0
ENSG00000226662.2	0	0	1	0	0
ENSG00000207095.1	0	0	0	0	0
ENSG00000009780.11	947	938	1071	1247	1088
ENSG00000231344.1	9	8	3	2	2
ENSG00000230833.1	4	0	0	4	4
ENSG00000117758.9	3023	2977	2656	2958	3023
ENSG00000269971.1	0	2	1	2	2
ENSG00000270031.1	5	9	11	8	18
ENSG00000223062.1	0	0	1	0	0
ENSG00000117751.13	5396	5484	4287	4617	4148
ENSG00000252947.1	5	5	1	5	3
ENSG00000268552.1	0	0	0	0	0
ENSG00000130775.11	21	18	5	7	7
ENSG00000117748.5	3488	3739	2363	2342	2287
ENSG00000130768.10	1903	1855	1402	1442	1302
ENSG00000227050.1	10	3	5	9	11
ENSG00000158156.7	178	174	347	424	508
ENSG00000158161.11	2325	2569	2734	2735	2825
ENSG00000238231.2	2	1	0	3	0
ENSG00000240750.2	2	7	0	0	3
ENSG00000228589.2	69	63	54	54	49
ENSG00000228943.1	0	1	0	0	1
ENSG00000214812.3	6	3	6	7	4
ENSG00000253005.1	0	0	0	0	0
ENSG00000252429.1	0	0	0	0	0
ENSG00000169403.7	308	328	172	198	191
ENSG00000126698.6	4940	5208	4345	4419	3956
ENSG00000215902.1	12	5	11	9	6
ENSG00000269804.1	0	0	0	0	0
ENSG00000130770.13	7672	7603	6646	6890	6427
ENSG00000270605.1	450	455	1822	1956	1815
ENSG00000271398.1	1	2	4	7	1
ENSG00000130766.4	4279	2510	3983	4425	3615
ENSG00000130772.9	1211	1288	1616	1774	1688
ENSG00000204138.8	6505	6325	5780	6257	6112
ENSG00000206779.1	0	1	0	0	0
ENSG00000229820.2	3	3	3	7	1
ENSG00000221216.1	2	2	3	2	3
ENSG00000180198.11	8928	9372	5084	5611	4958
ENSG00000242125.2	5253	5117	4601	4416	4114
ENSG00000200087.1	163	145	57	52	57
ENSG00000238821.1	3	2	0	0	0
ENSG00000231468.2	20	25	19	22	16
ENSG00000180098.5	1339	1424	1137	1244	1374
ENSG00000197989.9	2830	2802	3442	3599	3509
ENSG00000221539.1	33	31	39	40	39
ENSG00000120656.7	1609	1466	1313	1269	1472
ENSG00000188060.6	10	14	11	17	19
ENSG00000229388.1	19	24	39	43	33
ENSG00000270103.2	1	1	7	9	7
ENSG00000162419.8	1151	1344	1479	1693	1462
ENSG00000252777.1	1	1	0	0	0
ENSG00000198492.10	9867	9840	8352	8604	8204
ENSG00000116329.6	4	1	0	0	0
ENSG00000226852.2	12	4	0	0	0
ENSG00000233427.1	1	0	0	0	1
ENSG00000199756.1	0	0	0	0	0
ENSG00000159023.14	3696	3932	3674	3676	3471
ENSG00000225616.2	137	161	137	159	108
ENSG00000206704.1	0	0	0	0	0
ENSG00000253304.1	6	5	4	5	4
ENSG00000225750.1	0	0	4	0	2
ENSG00000116350.11	8901	8846	7830	8576	8451
ENSG00000227637.1	5	7	4	5	3
ENSG00000116353.11	1667	1695	1576	1761	1676
ENSG00000237934.1	9	12	32	39	17
ENSG00000060656.15	1951	1894	5202	6305	5523
ENSG00000221550.1	1	0	2	3	0
ENSG00000230523.1	1	0	0	1	0
ENSG00000266678.1	0	0	0	0	0
ENSG00000225011.4	0	0	0	0	0
ENSG00000221126.1	0	0	0	0	0
ENSG00000228176.1	0	0	0	0	0
ENSG00000222787.1	0	0	0	0	0
ENSG00000270927.1	0	0	0	0	0
ENSG00000233399.2	0	0	0	0	0
ENSG00000233372.1	0	0	0	0	0
ENSG00000231251.1	0	0	0	0	0
ENSG00000236335.1	2	0	1	0	0
ENSG00000231949.1	1	1	0	0	0
ENSG00000162510.5	5	12	7	7	9
ENSG00000186056.5	95	101	124	158	163
ENSG00000162511.7	2	3	0	4	3
ENSG00000264773.1	0	0	0	0	0
ENSG00000229607.1	0	0	0	0	0
ENSG00000223382.3	9	5	29	17	22
ENSG00000222784.1	0	0	0	0	0
ENSG00000235143.1	0	0	0	0	0
ENSG00000162512.11	1972	1849	3815	4456	3880
ENSG00000134644.11	13289	13496	14548	16049	14890
ENSG00000200154.1	0	0	0	0	0
ENSG00000202107.1	0	0	0	0	0
ENSG00000200181.1	0	0	1	0	2
ENSG00000237329.2	3	2	2	3	3
ENSG00000232768.1	0	2	1	0	1
ENSG00000215900.4	5	4	2	3	6
ENSG00000225142.2	4	3	0	1	3
ENSG00000084628.5	454	410	203	240	217
ENSG00000060688.8	4422	4704	3077	3015	3048
ENSG00000229447.2	79	75	75	65	59
ENSG00000121766.10	2262	2292	1975	2072	1869
ENSG00000229044.1	1	0	0	2	0
ENSG00000121769.3	71	85	143	135	153
ENSG00000168528.7	23440	21206	17006	20175	19045
ENSG00000268950.1	27	33	60	68	62
ENSG00000215899.3	62	62	75	105	91
ENSG00000206981.1	2	2	1	0	0
ENSG00000228682.2	5	2	8	5	7
ENSG00000223907.1	11	5	27	18	20
ENSG00000229167.1	5	2	0	0	1
ENSG00000142910.11	287	262	192	197	225
ENSG00000121764.7	7	6	10	10	11
ENSG00000162517.8	5859	5650	4440	4349	4404
ENSG00000235790.3	7	9	28	34	18
ENSG00000264078.1	0	2	2	3	1
ENSG00000084636.13	454	435	1124	1390	1354
ENSG00000121753.8	878	833	935	1210	1173
ENSG00000266580.1	1	1	0	3	1
ENSG00000254545.1	1	0	0	0	0
ENSG00000134668.8	27	23	9	17	8
ENSG00000203620.2	3	3	2	3	2
ENSG00000269967.1	17	12	20	31	18
ENSG00000184007.13	30231	31330	17852	17559	16794
ENSG00000212673.1	37	44	25	24	26
ENSG00000228634.1	14	14	29	31	38
ENSG00000121774.13	32522	32760	30354	33321	30975
ENSG00000203325.3	7	9	5	7	5
ENSG00000121775.13	1018	1018	1282	1452	1493
ENSG00000266203.1	0	0	0	0	4
ENSG00000025800.9	13376	13599	13055	13745	12546
ENSG00000250135.1	0	0	0	0	0
ENSG00000084652.11	15532	15521	13331	13847	13860
ENSG00000160050.10	121	110	129	162	141
ENSG00000224066.1	24	31	41	32	28
ENSG00000160051.7	659	718	633	757	673
ENSG00000222046.2	9	10	29	35	46
ENSG00000160055.15	448	398	718	671	757
ENSG00000084623.7	20271	19655	13397	13560	13204
ENSG00000220785.3	1423	1407	1240	1481	1499
ENSG00000183615.5	165	155	217	210	253
ENSG00000182866.12	2	0	0	4	1
ENSG00000252450.1	0	0	0	0	0
ENSG00000116478.7	15411	15738	13745	13898	14035
ENSG00000175130.6	26523	24652	16845	18402	17944
ENSG00000233775.1	6	4	5	10	14
ENSG00000162526.6	61	56	150	193	127
ENSG00000225828.1	376	366	727	885	972
ENSG00000160058.14	11366	10990	12840	13296	12838
ENSG00000224333.1	3	2	1	5	7
ENSG00000270850.1	1	0	0	0	0
ENSG00000229259.1	1	1	2	5	0
ENSG00000263529.1	0	0	0	0	0
ENSG00000254553.1	2	0	0	1	0
ENSG00000273274.1	7	3	5	2	6
ENSG00000160062.10	1039	1050	1746	2061	1545
ENSG00000176261.11	2847	2853	1894	1904	1878
ENSG00000200591.1	4	1	5	6	7
ENSG00000162521.14	12709	13265	11858	12240	12073
ENSG00000162520.10	204	192	63	67	57
ENSG00000224409.1	3	1	2	0	1
ENSG00000162522.6	27700	25968	31822	36804	34612
ENSG00000134684.6	19770	19842	12686	13336	12577
ENSG00000116497.13	2994	3235	3831	4225	4243
ENSG00000160097.11	30	41	20	25	13
ENSG00000121905.5	8	10	10	11	11
ENSG00000121900.14	7811	7180	4112	4704	4219
ENSG00000221423.1	1	0	0	0	0
ENSG00000116514.12	3151	1920	1753	2138	1644
ENSG00000267885.1	5	4	14	15	14
ENSG00000217644.4	9	20	50	48	50
ENSG00000239670.1	9	13	19	27	32
ENSG00000236065.2	5	4	4	3	6
ENSG00000004455.12	11208	11548	8457	8693	7823
ENSG00000142920.12	113	93	244	271	285
ENSG00000116525.9	3198	3101	2962	3168	3085
ENSG00000160094.10	2674	2546	4178	4678	4109
ENSG00000270115.1	19	44	49	47	33
ENSG00000256142.1	0	0	0	0	0
ENSG00000184389.8	0	0	0	0	1
ENSG00000225313.2	152	110	201	206	201
ENSG00000134686.12	8017	7485	8440	9390	8736
ENSG00000266239.1	8	5	9	2	5
ENSG00000222112.1	16	13	26	20	25
ENSG00000233246.1	7	6	9	6	6
ENSG00000221225.1	0	0	0	0	0
ENSG00000234512.1	0	0	0	0	0
ENSG00000121903.10	226	300	402	451	397
ENSG00000235907.2	4	3	7	8	9
ENSG00000121904.13	63	59	154	203	203
ENSG00000227000.2	0	0	0	0	0
ENSG00000176256.6	0	0	0	0	0
ENSG00000231163.1	0	0	0	0	0
ENSG00000201148.1	0	0	0	0	0
ENSG00000142698.10	2	0	0	3	0
ENSG00000221053.1	0	0	0	0	0
ENSG00000270241.1	0	0	0	0	0
ENSG00000207941.1	0	0	0	0	0
ENSG00000163866.8	3929	3958	3588	3873	3417
ENSG00000189280.3	27	24	26	43	39
ENSG00000189433.5	7	8	13	10	9
ENSG00000255811.1	0	0	3	1	3
ENSG00000216162.1	0	0	0	0	0
ENSG00000188910.7	14	2	8	12	13
ENSG00000187513.8	2	1	4	6	3
ENSG00000230163.1	186	169	411	421	387
ENSG00000116544.7	97	78	68	80	68
ENSG00000252728.1	0	0	0	0	0
ENSG00000241014.1	50	49	155	158	162
ENSG00000271741.1	0	0	0	0	0
ENSG00000243749.1	0	0	0	0	0
ENSG00000163867.12	1504	1589	2447	2888	2676
ENSG00000233940.1	1	0	0	0	0
ENSG00000197056.5	3029	3263	3267	3730	3757
ENSG00000228348.1	2	9	4	4	10
ENSG00000116560.6	64464	64512	50420	56772	54381
ENSG00000201868.1	0	0	1	0	1
ENSG00000263591.1	0	0	0	1	0
ENSG00000146463.7	8372	8693	7299	7534	7623
ENSG00000240374.2	0	0	0	0	0
ENSG00000201542.1	0	0	0	1	0
ENSG00000229994.1	28	23	28	27	19
ENSG00000227409.1	7	4	1	3	6
ENSG00000202129.1	0	0	1	0	5
ENSG00000142687.13	12058	12246	21978	24399	22974
ENSG00000236274.1	0	1	5	2	3
ENSG00000020129.11	6070	5707	10404	11443	10955
ENSG00000239636.1	9	14	7	16	10
ENSG00000116819.6	48	46	63	87	92
ENSG00000126067.7	18767	18642	13051	13064	12272
ENSG00000239859.2	1	0	1	0	0
ENSG00000142686.7	2071	2150	2186	2300	2303
ENSG00000092853.9	3287	3611	845	801	635
ENSG00000232335.1	25	24	3	9	6
ENSG00000134698.10	3125	3314	8301	9269	8715
ENSG00000092847.6	7481	7575	7863	8775	8201
ENSG00000271164.1	0	0	0	1	1
ENSG00000271914.1	36	23	37	41	39
ENSG00000126070.14	2602	2453	3635	3872	3780
ENSG00000271554.1	8	6	10	13	5
ENSG00000232862.4	2	1	5	1	6
ENSG00000092850.7	2	6	7	9	4
ENSG00000116863.10	3967	3839	3430	3972	3798
ENSG00000171812.6	5	9	15	8	12
ENSG00000054116.7	5868	5767	5734	5812	5692
ENSG00000116871.11	7087	6808	8204	9016	8564
ENSG00000264592.1	1	0	1	0	0
ENSG00000054118.9	22732	23647	29850	30010	26038
ENSG00000231849.1	0	0	5	2	2
ENSG00000214193.5	2379	2340	2877	3103	3027
ENSG00000142694.6	442	412	468	511	539
ENSG00000116883.8	713	656	1295	1442	1484
ENSG00000196182.6	5091	5273	5778	6811	6720
ENSG00000181817.5	3001	2733	1406	1549	1424
ENSG00000222821.1	0	0	0	0	0
ENSG00000116885.14	326	340	377	366	346
ENSG00000201448.1	1	0	2	0	0
ENSG00000116898.7	9972	10024	4006	4141	3679
ENSG00000119535.13	63	50	18	26	16
ENSG00000230214.1	0	0	0	0	0
ENSG00000234481.1	0	0	1	0	0
ENSG00000163873.5	2794	3155	2054	2510	2580
ENSG00000264698.1	0	0	0	0	0
ENSG00000207328.1	0	0	0	0	0
ENSG00000223944.1	0	0	0	1	1
ENSG00000252368.1	0	0	0	0	0
ENSG00000230451.2	0	0	3	2	2
ENSG00000233621.1	410	405	425	479	448
ENSG00000163874.8	1269	1125	1449	1927	1650
ENSG00000163875.11	5535	5967	7468	8084	7500
ENSG00000263675.1	6	11	21	25	18
ENSG00000163877.9	2452	2476	3347	3780	3697
ENSG00000232273.1	18	18	19	13	12
ENSG00000237749.3	21	24	27	24	20
ENSG00000163879.9	16	21	11	10	11
ENSG00000134697.8	9124	9580	7696	7840	7349
ENSG00000169218.9	5	7	18	23	10
ENSG00000116922.10	3190	3382	2638	2978	2798
ENSG00000134690.6	7781	8245	758	822	750
ENSG00000183317.12	821	795	1660	1955	1754
ENSG00000200421.1	0	0	0	1	0
ENSG00000238871.1	0	0	1	0	0
ENSG00000214141.4	2	2	4	4	5
ENSG00000227416.2	0	0	4	3	1
ENSG00000185090.10	3232	3123	2517	2777	2517
ENSG00000233728.1	0	0	0	0	0
ENSG00000196449.3	3726	3219	1508	1567	1311
ENSG00000197982.12	4911	4853	2825	3102	2831
ENSG00000188786.9	2941	3282	3340	3739	3442
ENSG00000230610.1	0	0	1	0	0
ENSG00000235673.1	3	2	6	2	2
ENSG00000230955.1	0	0	0	0	0
ENSG00000204084.8	1194	1216	1009	1183	1024
ENSG00000252448.1	0	1	0	1	7
ENSG00000222282.1	0	0	2	4	1
ENSG00000183431.7	9726	9888	8111	8155	7913
ENSG00000212541.1	2	6	0	2	1
ENSG00000183386.5	284	325	334	352	346
ENSG00000183520.7	4730	4639	2851	2870	2719
ENSG00000185668.5	142	111	39	53	41
ENSG00000224592.1	31	16	7	11	12
ENSG00000223589.2	0	0	0	0	0
ENSG00000265596.1	0	1	0	0	0
ENSG00000237290.1	0	1	1	0	0
ENSG00000200796.1	0	0	0	0	0
ENSG00000238063.1	0	0	0	0	0
ENSG00000215895.4	61	62	56	59	65
ENSG00000116954.7	4776	4952	6998	7488	6879
ENSG00000228436.2	19	15	71	67	63
ENSG00000214114.4	3768	4013	2497	2375	2265
ENSG00000131233.8	0	2	10	9	6
ENSG00000158315.6	1	2	43	36	32
ENSG00000199963.1	0	0	0	0	0
ENSG00000207466.1	0	0	0	0	0
ENSG00000235549.1	0	0	0	0	0
ENSG00000174574.11	6298	6288	4533	4825	4494
ENSG00000168653.6	10860	10564	5757	5858	5364
ENSG00000127603.19	20115	21197	31645	35846	29532
ENSG00000206654.1	0	0	0	0	0
ENSG00000222378.1	0	0	3	1	0
ENSG00000270040.1	0	2	1	0	4
ENSG00000226438.1	0	1	1	1	0
ENSG00000217897.2	3	3	2	7	2
ENSG00000255103.1	938	1259	1246	1522	1042
ENSG00000183682.7	80	79	103	139	138
ENSG00000237624.1	0	0	0	1	0
ENSG00000182109.3	486	509	884	1048	1072
ENSG00000243970.1	49	54	111	137	119
ENSG00000090621.9	26010	25220	29141	33932	30457
ENSG00000228060.1	54	55	101	98	53
ENSG00000201457.1	45	60	54	54	42
ENSG00000163909.6	1	0	0	1	0
ENSG00000225903.1	0	0	0	0	0
ENSG00000116981.3	0	1	1	1	1
ENSG00000116983.8	13	14	8	9	12
ENSG00000084072.12	5847	5875	4811	5103	4648
ENSG00000225333.5	0	2	1	0	0
ENSG00000252413.1	0	0	0	0	0
ENSG00000116985.6	100	99	140	161	206
ENSG00000198754.5	0	0	0	0	1
ENSG00000261798.1	0	0	0	0	0
ENSG00000229213.1	0	0	0	0	0
ENSG00000043514.11	2993	2948	2957	3171	2964
